Feature ID	Taxon	Confidence
180ed1cd4fafc390ffc300108ccf648e	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	0.9999974201817612
a54095a893fd5abc045d162bbe20644a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9759585409452461
94fc02cb626b227105e3b90cc5900802	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria	0.9999999999935957
b2bd82395b4b54483bd4906df3e8b5d5	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidetes_vadinHA17; g__Bacteroidetes_vadinHA17	0.9999969016755854
3e9b07d18a24ab8f9b973fc87024c5fa	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	0.9975123915226397
9af604229897c70de75a7740fe13e80d	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae	0.9999999132623271
149bd003afc4f4dcb1ce23429c8918fb	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas	0.997724635669866
4054cc7af14cf388bf9e99f58e23bd67	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Rhodoblastus; s__uncultured_bacterium	0.9817538694778255
95e0eb4360c754169478a253e5fa6686	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Roseiarcus	0.9999823253665413
4561555de951444c25dda4400a594bd0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_(Subgroup_1); g__Granulicella; s__Edaphobacter_acidisoli	0.7437326034527046
d05179df30e3fd67aa7731ed64f89576	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia-Caballeronia-Paraburkholderia	0.9984085261705197
ad5933694cf3e4fb3534ea48fbd0bb5f	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae	0.9975284228235447
7827defa226f025727dd0d1866cb5bba	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	0.9999998982767826
fe3e3ae2292fe20e533f985b31489ead	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__Methylomonas	0.9822732411605216
b2c323397d1707ea1f8667944c8862ac	d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobacterium	0.9999743420361649
7b6ea0c680b25aa21d4629e8a7bcf3e1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae	0.9999984250041664
